Language,Korean,English,ChineseSimplified,ChineseTraditional
buff_idx_30121_name_key,! 판타지 시너지 안내 !\n근접 무기 장착 시. 최종 데미지 1.5배로 증가\n- 발동 조건. 판타지 무기 장착! -,! Fantasy Synergy Guide !\n With close range weapons. Increases final damage by 1.5x\n- Triggering condition. Armed with fantasy weaponry!,！幻想的协同效果指南！\n装备近战武器时。最终伤害提高1.5倍\n-触发条件：装备幻想武器！--,！幻想的協同效果指南！\n裝備近戰武器時。最終傷害提高1.5倍\n-觸發條件：裝備幻想武器！--
buff_idx_30221_name_key,! 프로레슬러 시너지 안내 !\n근접 무기 장착 시. 최종 데미지 1.5배로 증가\n- 발동 조건. 프로레슬러 무기 장착! -,! Pro Wrestler Synergy Guide !\n With close range weapons. Increases final damage by 1.5x\n- Triggering condition. Armed with pro wrestler weaponry!,！职业摔跤手的协同指南！\n装备近战武器时.最终伤害提高1.5倍\n-触发条件：装备职业摔跤手武器！--,！職業摔跤手的協同指南！\n裝備近戰武器時.最終傷害提高1.5倍\n-觸發條件：裝備職業摔跤手武器！--
buff_idx_30321_name_key,! 레스토랑 시너지 안내 !\n근접 무기 장착 시. 최종 데미지 1.5배로 증가\n- 발동 조건. 레스토랑 무기 장착! -,! Restaurant Synergy Guide !\n With close range weapons. Increases final damage by 1.5x\n- Triggering condition. Armed with restaurant weaponry!,！餐厅协同效果指南！\n装备近战武器时.最终伤害提高1.5倍\n-触发条件：转呗餐厅武器！--,！餐廳協同效果指南！\n裝備近戰武器時.最終傷害提高1.5倍\n-觸發條件：轉唄餐廳武器！--
buff_idx_30421_name_key,! 우주 전사 시너지 안내 !\n기계 무기 장착 시. 최종 데미지 1.5배로 증가\n- 발동 조건. 우주 전사 무기 장착! -,! Space Warrior Synergy Guide !\n With machine weapons. Increases final damage by 1.5x\n- Triggering condition. Armed with space warrior weaponry!,！太空战士协同作战指南！\n装备机械武器时。最终伤害提高1.5倍\n-触发条件：装备太空战士武器！--,！太空戰士協同作戰指南！\n裝備機械武器時。最終傷害提高1.5倍\n-觸發條件：裝備太空戰士武器！--
buff_idx_30521_name_key,! 건설자 시너지 안내 !\n원거리 무기 장착 시. 최종 데미지 1.5배로 증가\n- 발동 조건. 건설자 무기 장착! -,! Builder Synergy Guide !\n With long range weapons. Increases final damage by 1.5x\n- Triggering condition. Armed with builder weaponry!,！建筑师的协同指南！\n配备远程武器时.最终伤害提高1.5倍\n-触发条件：装备建筑师武器！--,！建築師的協同指南！\n配備遠程武器時.最終傷害提高1.5倍\n-觸發條件：裝備建築師武器！--
buff_idx_40121_name_key,! 판타지 시너지 안내 !\n마법 무기 장착 시. 최종 데미지 1.5배로 증가\n- 발동 조건. 판타지 무기 장착! -,! Fantasy Synergy Guide !\n With magic weapons. Increases final damage by 1.5x\n- Triggering condition. Armed with fantasy weaponry!,！幻想的协同效果指南！\n装备魔法武器时.最终伤害提高1.5倍\n-触发条件：装备幻想武器！--,！幻想的協同效果指南！\n裝備魔法武器時.最終傷害提高1.5倍\n-觸發條件：裝備幻想武器！--
buff_idx_40221_name_key,! 해적왕 시너지 안내 !\n근접 무기 장착 시. 최종 데미지 1.5배로 증가\n- 발동 조건. 해적왕 무기 장착! -,! Pirate King Synergy Guide !\n With close range weapons. Increases final damage by 1.5x\n- Triggering condition. Armed with pirate king weaponry!,！海贼王的协同指南！\n装备近战武器时.最终伤害提高1.5倍\n-触发条件：装备海贼王武器！--,！海賊王的協同指南！\n裝備近戰武器時.最終傷害提高1.5倍\n-觸發條件：裝備海賊王武器！--
buff_idx_40321_name_key,! 레스토랑 시너지 안내 !\n마법 무기 장착 시. 최종 데미지 1.5배로 증가\n- 발동 조건. 레스토랑 무기 장착! -,! Restaurant Synergy Guide !\n With magic weapons. Increases final damage by 1.5x\n- Triggering condition. Armed with restaurant weaponry!,！餐厅协同效果指南！\n装备魔法武器时.最终伤害提高1.5倍\n-触发条件：装备餐厅武器！--,！餐廳協同效果指南！\n裝備魔法武器時.最終傷害提高1.5倍\n-觸發條件：裝備餐廳武器！--
buff_idx_40421_name_key,! 스페이스 시너지 안내 !\n마법 무기 장착 시. 최종 데미지 1.5배로 증가\n- 발동 조건. 스페이스 무기 장착! -,! Space Synergy Guide !\n With magic weapons. Increases final damage by 1.5x\n- Triggering condition. Armed with space weaponry!,！太空的协同效果指南！\n配备魔法武器时.最终伤害提高1.5倍\n-触发条件：配备太空武器！--,！太空的協同效果指南！\n配備魔法武器時.最終傷害提高1.5倍\n-觸發條件：配備太空武器！--
buff_idx_40521_name_key,! 경찰관 시너지 안내 !\n원거리 무기 장착 시. 최종 데미지 1.5배로 증가\n- 발동 조건. 경찰관 무기 장착! -,! Police Synergy Guide !\n With long range weapons. Increases final damage by 1.5x\n- Triggering condition. Armed with police weaponry!,！警察的协同效果指南！\n配备远程武器时.最终伤害提高1.5倍\n-触发条件：装备警察武器！--,！員警的協同效果指南！\n配備遠程武器時.最終傷害提高1.5倍\n-觸發條件：裝備員警武器！--
buff_idx_10111_desc_key,장착시 공격력 증가,Increases attack power when installed,装备时增加攻击力,裝備時增加攻擊力
buff_idx_10211_desc_key,장착시 공격력 증가,Increases attack power when installed,装备时增加攻击力,裝備時增加攻擊力
buff_idx_10311_desc_key,장착시 공격력 증가,Increases attack power when installed,装备时增加攻击力,裝備時增加攻擊力
buff_idx_10411_desc_key,장착시 공격력 증가,Increases attack power when installed,装备时增加攻击力,裝備時增加攻擊力
buff_idx_10511_desc_key,장착시 공격력 증가,Increases attack power when installed,装备时增加攻击力,裝備時增加攻擊力
buff_idx_20111_desc_key,장착시 공격력 증가,Increases attack power when installed,装备时增加攻击力,裝備時增加攻擊力
buff_idx_20211_desc_key,장착시 공격력 증가,Increases attack power when installed,装备时增加攻击力,裝備時增加攻擊力
buff_idx_20311_desc_key,장착시 공격력 증가,Increases attack power when installed,装备时增加攻击力,裝備時增加攻擊力
buff_idx_20411_desc_key,장착시 공격력 증가,Increases attack power when installed,装备时增加攻击力,裝備時增加攻擊力
buff_idx_20511_desc_key,장착시 공격력 증가,Increases attack power when installed,装备时增加攻击力,裝備時增加攻擊力
buff_idx_30111_desc_key,장착시 공격력 증가,Increases attack power when installed,装备时增加攻击力,裝備時增加攻擊力
buff_idx_30211_desc_key,장착시 공격력 증가,Increases attack power when installed,装备时增加攻击力,裝備時增加攻擊力
buff_idx_30311_desc_key,장착시 공격력 증가,Increases attack power when installed,装备时增加攻击力,裝備時增加攻擊力
buff_idx_30411_desc_key,장착시 공격력 증가,Increases attack power when installed,装备时增加攻击力,裝備時增加攻擊力
buff_idx_30511_desc_key,장착시 공격력 증가,Increases attack power when installed,装备时增加攻击力,裝備時增加攻擊力
buff_idx_40111_desc_key,장착시 공격력 증가,Increases attack power when installed,装备时增加攻击力,裝備時增加攻擊力
buff_idx_40211_desc_key,장착시 공격력 증가,Increases attack power when installed,装备时增加攻击力,裝備時增加攻擊力
buff_idx_40311_desc_key,장착시 공격력 증가,Increases attack power when installed,装备时增加攻击力,裝備時增加攻擊力
buff_idx_40411_desc_key,장착시 공격력 증가,Increases attack power when installed,装备时增加攻击力,裝備時增加攻擊力
buff_idx_40511_desc_key,장착시 공격력 증가,Increases attack power when installed,装备时增加攻击力,裝備時增加攻擊力
buff_idx_10112_desc_key,근접 공격력 증가,Increases close range attack power,近距离攻击力提高,近距離攻擊力提高
buff_idx_10212_desc_key,원거리 공격력 증가,Increases long range attack power,增加远程攻击力,增加遠程攻擊力
buff_idx_10312_desc_key,기계 공격력 증가,Increases machine attack power,机械攻击力增加,機械攻擊力增加
buff_idx_10412_desc_key,원거리 공격력 증가,Increases long range attack power,增加远程攻击力,增加遠程攻擊力
buff_idx_10512_desc_key,원거리 공격력 증가,Increases long range attack power,增加远程攻击力,增加遠程攻擊力
buff_idx_20112_desc_key,원거리 공격력 증가,Increases long range attack power,增加远程攻击力,增加遠程攻擊力
buff_idx_20212_desc_key,근접 공격력 증가,Increases close range attack power,近距离攻击力提高,近距離攻擊力提高
buff_idx_20312_desc_key,마법 공격력 증가,Increases magic attack power,魔法攻击力增加,魔法攻擊力增加
buff_idx_20412_desc_key,기계 공격력 증가,Increases machine attack power,机械攻击力增加,機械攻擊力增加
buff_idx_20512_desc_key,기계 공격력 증가,Increases machine attack power,机械攻击力增加,機械攻擊力增加
buff_idx_30112_desc_key,근접 공격력 증가,Increases close range attack power,近距离攻击力提高,近距離攻擊力提高
buff_idx_30212_desc_key,근접 공격력 증가,Increases close range attack power,近距离攻击力提高,近距離攻擊力提高
buff_idx_30312_desc_key,근접 공격력 증가,Increases close range attack power,近距离攻击力提高,近距離攻擊力提高
buff_idx_30412_desc_key,기계 공격력 증가,Increases machine attack power,机械攻击力增加,機械攻擊力增加
buff_idx_30512_desc_key,원거리 공격력 증가,Increases long range attack power,增加远程攻击力,增加遠程攻擊力
buff_idx_40112_desc_key,마법 공격력 증가,Increases magic attack power,魔法攻击力增加,魔法攻擊力增加
buff_idx_40212_desc_key,근접 공격력 증가,Increases close range attack power,近距离攻击力提高,近距離攻擊力提高
buff_idx_40312_desc_key,마법 공격력 증가,Increases magic attack power,魔法攻击力增加,魔法攻擊力增加
buff_idx_40412_desc_key,마법 공격력 증가,Increases magic attack power,魔法攻击力增加,魔法攻擊力增加
buff_idx_40512_desc_key,원거리 공격력 증가,Increases long range attack power,增加远程攻击力,增加遠程攻擊力
buff_idx_10113_desc_key,크리티컬 확률 증가,Increases critical chances,暴击率增加,暴擊率增加
buff_idx_10213_desc_key,크리티컬 확률 증가,Increases critical chances,暴击率增加,暴擊率增加
buff_idx_10313_desc_key,크리티컬 확률 증가,Increases critical chances,暴击率增加,暴擊率增加
buff_idx_10413_desc_key,크리티컬 확률 증가,Increases critical chances,暴击率增加,暴擊率增加
buff_idx_10513_desc_key,크리티컬 확률 증가,Increases critical chances,暴击率增加,暴擊率增加
buff_idx_20113_desc_key,크리티컬 확률 증가,Increases critical chances,暴击率增加,暴擊率增加
buff_idx_20213_desc_key,크리티컬 확률 증가,Increases critical chances,暴击率增加,暴擊率增加
buff_idx_20313_desc_key,크리티컬 확률 증가,Increases critical chances,暴击率增加,暴擊率增加
buff_idx_20413_desc_key,크리티컬 확률 증가,Increases critical chances,暴击率增加,暴擊率增加
buff_idx_20513_desc_key,크리티컬 확률 증가,Increases critical chances,暴击率增加,暴擊率增加
buff_idx_30113_desc_key,크리티컬 확률 증가,Increases critical chances,暴击率增加,暴擊率增加
buff_idx_30213_desc_key,크리티컬 확률 증가,Increases critical chances,暴击率增加,暴擊率增加
buff_idx_30313_desc_key,크리티컬 확률 증가,Increases critical chances,暴击率增加,暴擊率增加
buff_idx_30413_desc_key,크리티컬 확률 증가,Increases critical chances,暴击率增加,暴擊率增加
buff_idx_30513_desc_key,크리티컬 확률 증가,Increases critical chances,暴击率增加,暴擊率增加
buff_idx_40113_desc_key,크리티컬 확률 증가,Increases critical chances,暴击率增加,暴擊率增加
buff_idx_40213_desc_key,크리티컬 확률 증가,Increases critical chances,暴击率增加,暴擊率增加
buff_idx_40313_desc_key,크리티컬 확률 증가,Increases critical chances,暴击率增加,暴擊率增加
buff_idx_40413_desc_key,크리티컬 확률 증가,Increases critical chances,暴击率增加,暴擊率增加
buff_idx_40513_desc_key,크리티컬 확률 증가,Increases critical chances,暴击率增加,暴擊率增加
buff_idx_10101_desc_key,공격력 증가,Increases attack power,攻击力增加,攻擊力增加
buff_idx_10201_desc_key,공격력 증가,Increases attack power,攻击力增加,攻擊力增加
buff_idx_10301_desc_key,공격력 증가,Increases attack power,攻击力增加,攻擊力增加
buff_idx_10401_desc_key,공격력 증가,Increases attack power,攻击力增加,攻擊力增加
buff_idx_10501_desc_key,공격력 증가,Increases attack power,攻击力增加,攻擊力增加
buff_idx_20101_desc_key,공격력 증가,Increases attack power,攻击力增加,攻擊力增加
buff_idx_20201_desc_key,공격력 증가,Increases attack power,攻击力增加,攻擊力增加
buff_idx_20301_desc_key,공격력 증가,Increases attack power,攻击力增加,攻擊力增加
buff_idx_20401_desc_key,공격력 증가,Increases attack power,攻击力增加,攻擊力增加
buff_idx_20501_desc_key,공격력 증가,Increases attack power,攻击力增加,攻擊力增加
buff_idx_30101_desc_key,공격력 증가,Increases attack power,攻击力增加,攻擊力增加
buff_idx_30201_desc_key,공격력 증가,Increases attack power,攻击力增加,攻擊力增加
buff_idx_30301_desc_key,공격력 증가,Increases attack power,攻击力增加,攻擊力增加
buff_idx_30401_desc_key,공격력 증가,Increases attack power,攻击力增加,攻擊力增加
buff_idx_30501_desc_key,공격력 증가,Increases attack power,攻击力增加,攻擊力增加
buff_idx_40101_desc_key,공격력 증가,Increases attack power,攻击力增加,攻擊力增加
buff_idx_40201_desc_key,공격력 증가,Increases attack power,攻击力增加,攻擊力增加
buff_idx_40301_desc_key,공격력 증가,Increases attack power,攻击力增加,攻擊力增加
